Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.76423294596338,21.76423294596338 
 06/26  02:00:00,21.145595676405925,21.145595676405925 
 06/26  03:00:00,20.581748783013424,20.581748783013424 
 06/26  04:00:00,20.067280713505287,20.067280713505287 
 06/26  05:00:00,19.586870630739828,19.586870630739828 
 06/26  06:00:00,19.236853549689634,19.236853549689634 
 06/26  07:00:00,19.073582806548554,19.073582806548554 
 06/26  08:00:00,19.0430652346111,19.0430652346111 
 06/26  09:00:00,19.246679332813265,19.246679332813265 
 06/26  10:00:00,19.77517400585188,19.77517400585188 
 06/26  11:00:00,20.497785879471706,20.497785879471706 
 06/26  12:00:00,21.28519059369528,21.28519059369528 
 06/26  13:00:00,22.088298873021103,22.088298873021103 
 06/26  14:00:00,22.823203996395947,22.823203996395947 
 06/26  15:00:00,23.497587930515817,23.497587930515817 
 06/26  16:00:00,24.055439038688235,24.055439038688235 
 06/26  17:00:00,24.412663641705965,24.412663641705965 
 06/26  18:00:00,24.579038710250845,24.579038710250845 
 06/26  19:00:00,24.586741581904523,24.586741581904523 
 06/26  20:00:00,24.34219265069124,24.34219265069124 
 06/26  21:00:00,23.96896775055378,23.96896775055378 
 06/26  22:00:00,23.527081455216397,23.527081455216397 
 06/26  23:00:00,22.991876622928956,22.991876622928956 
 06/26  24:00:00,22.40334814156581,22.40334814156581 
