Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.422253608075273,21.422253608075273 
 06/26  02:00:00,20.757353639114704,20.757353639114704 
 06/26  03:00:00,20.162781477968856,20.162781477968856 
 06/26  04:00:00,19.63140567887557,19.63140567887557 
 06/26  05:00:00,19.137783674317603,19.137783674317603 
 06/26  06:00:00,18.834221943609048,18.834221943609048 
 06/26  07:00:00,18.756523269009108,18.756523269009108 
 06/26  08:00:00,18.784892533481226,18.784892533481226 
 06/26  09:00:00,19.053433742122188,19.053433742122188 
 06/26  10:00:00,19.65254898600208,19.65254898600208 
 06/26  11:00:00,20.436925596036172,20.436925596036172 
 06/26  12:00:00,21.278485524690513,21.278485524690513 
 06/26  13:00:00,22.1322747376277,22.1322747376277 
 06/26  14:00:00,22.909946198888736,22.909946198888736 
 06/26  15:00:00,23.6193909220528,23.6193909220528 
 06/26  16:00:00,24.19801627257764,24.19801627257764 
 06/26  17:00:00,24.553919848091688,24.553919848091688 
 06/26  18:00:00,24.697231819286415,24.697231819286415 
 06/26  19:00:00,24.658867804245425,24.658867804245425 
 06/26  20:00:00,24.344823179031305,24.344823179031305 
 06/26  21:00:00,23.891023929568348,23.891023929568348 
 06/26  22:00:00,23.373758944751074,23.373758944751074 
 06/26  23:00:00,22.768799774403035,22.768799774403035 
 06/26  24:00:00,22.11850530720301,22.11850530720301 
