Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.523067345645888,21.523067345645888 
 06/26  02:00:00,20.8896184068952,20.8896184068952 
 06/26  03:00:00,20.318238663760454,20.318238663760454 
 06/26  04:00:00,19.802464842490718,19.802464842490718 
 06/26  05:00:00,19.32176940698358,19.32176940698358 
 06/26  06:00:00,19.004530762232243,19.004530762232243 
 06/26  07:00:00,18.882459189985063,18.882459189985063 
 06/26  08:00:00,18.88364168296508,18.88364168296508 
 06/26  09:00:00,19.117013946756618,19.117013946756618 
 06/26  10:00:00,19.67502829744693,19.67502829744693 
 06/26  11:00:00,20.423343082933386,20.423343082933386 
 06/26  12:00:00,21.224805492350313,21.224805492350313 
 06/26  13:00:00,22.03783884164428,22.03783884164428 
 06/26  14:00:00,22.77816998434015,22.77816998434015 
 06/26  15:00:00,23.455712237568697,23.455712237568697 
 06/26  16:00:00,24.012106819306062,24.012106819306062 
 06/26  17:00:00,24.359956723567976,24.359956723567976 
 06/26  18:00:00,24.51046268252626,24.51046268252626 
 06/26  19:00:00,24.495592000095847,24.495592000095847 
 06/26  20:00:00,24.221613455946894,24.221613455946894 
 06/26  21:00:00,23.817364281508937,23.817364281508937 
 06/26  22:00:00,23.34933046818903,23.34933046818903 
 06/26  23:00:00,22.790691108776482,22.790691108776482 
 06/26  24:00:00,22.181740922852107,22.181740922852107 
