Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.610032456248575,21.610032456248575 
 06/26  02:00:00,20.98200380820649,20.98200380820649 
 06/26  03:00:00,20.41342180966868,20.41342180966868 
 06/26  04:00:00,19.898213001532135,19.898213001532135 
 06/26  05:00:00,19.4177163208701,19.4177163208701 
 06/26  06:00:00,19.086689773163354,19.086689773163354 
 06/26  07:00:00,18.950899413242603,18.950899413242603 
 06/26  08:00:00,18.940375994848274,18.940375994848274 
 06/26  09:00:00,19.1629711618575,19.1629711618575 
 06/26  10:00:00,19.710432880771087,19.710432880771087 
 06/26  11:00:00,20.44969412910456,20.44969412910456 
 06/26  12:00:00,21.245969312465018,21.245969312465018 
 06/26  13:00:00,22.05553904484168,22.05553904484168 
 06/26  14:00:00,22.79400649918487,22.79400649918487 
 06/26  15:00:00,23.470484213129687,23.470484213129687 
 06/26  16:00:00,24.027458264334726,24.027458264334726 
 06/26  17:00:00,24.378712181715528,24.378712181715528 
 06/26  18:00:00,24.53492008366959,24.53492008366959 
 06/26  19:00:00,24.528214298440822,24.528214298440822 
 06/26  20:00:00,24.26494116793545,24.26494116793545 
 06/26  21:00:00,23.871866596964505,23.871866596964505 
 06/26  22:00:00,23.41329691826625,23.41329691826625 
 06/26  23:00:00,22.86314032347559,22.86314032347559 
 06/26  24:00:00,22.261588999172073,22.261588999172073 
