Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.261377607169507,21.261377607169507 
 06/26  02:00:00,20.58536325907292,20.58536325907292 
 06/26  03:00:00,19.984186911577698,19.984186911577698 
 06/26  04:00:00,19.449697003165255,19.449697003165255 
 06/26  05:00:00,18.95110217912181,18.95110217912181 
 06/26  06:00:00,18.65815090760561,18.65815090760561 
 06/26  07:00:00,18.631074303039163,18.631074303039163 
 06/26  08:00:00,18.6842374066567,18.6842374066567 
 06/26  09:00:00,18.973334801913992,18.973334801913992 
 06/26  10:00:00,19.59169325808417,19.59169325808417 
 06/26  11:00:00,20.392275817579286,20.392275817579286 
 06/26  12:00:00,21.242621460136164,21.242621460136164 
 06/26  13:00:00,22.102555004861436,22.102555004861436 
 06/26  14:00:00,22.88358812361716,22.88358812361716 
 06/26  15:00:00,23.594989649730557,23.594989649730557 
 06/26  16:00:00,24.172586737787025,24.172586737787025 
 06/26  17:00:00,24.522383259993653,24.522383259993653 
 06/26  18:00:00,24.65546227865317,24.65546227865317 
 06/26  19:00:00,24.60204173801492,24.60204173801492 
 06/26  20:00:00,24.267994756883866,24.267994756883866 
 06/26  21:00:00,23.7929812957567,23.7929812957567 
 06/26  22:00:00,23.25755862597179,23.25755862597179 
 06/26  23:00:00,22.636256312074142,22.636256312074142 
 06/26  24:00:00,21.971640533419244,21.971640533419244 
