Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.71516596588701,21.71516596588701 
 06/26  02:00:00,21.093561598541974,21.093561598541974 
 06/26  03:00:00,20.528229418110822,20.528229418110822 
 06/26  04:00:00,20.013550312120323,20.013550312120323 
 06/26  05:00:00,19.533117296090403,19.533117296090403 
 06/26  06:00:00,19.188801490664158,19.188801490664158 
 06/26  07:00:00,19.03431181582671,19.03431181582671 
 06/26  08:00:00,19.010081291367552,19.010081291367552 
 06/26  09:00:00,19.21972473536565,19.21972473536565 
 06/26  10:00:00,19.754297309372163,19.754297309372163 
 06/26  11:00:00,20.482270291986854,20.482270291986854 
 06/26  12:00:00,21.272489800280788,21.272489800280788 
 06/26  13:00:00,22.077702107773998,22.077702107773998 
 06/26  14:00:00,22.813780457246867,22.813780457246867 
 06/26  15:00:00,23.488862106232943,23.488862106232943 
 06/26  16:00:00,24.046456361564573,24.046456361564573 
 06/26  17:00:00,24.401791527997332,24.401791527997332 
 06/26  18:00:00,24.564882921770746,24.564882921770746 
 06/26  19:00:00,24.56803061593619,24.56803061593619 
 06/26  20:00:00,24.317622303928665,24.317622303928665 
 06/26  21:00:00,23.9380241959297,23.9380241959297 
 06/26  22:00:00,23.490841669751884,23.490841669751884 
 06/26  23:00:00,22.95088789173782,22.95088789173782 
 06/26  24:00:00,22.35822315258855,22.35822315258855 
