Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.55884428054619,21.55884428054619 
 06/26  02:00:00,20.92763831743317,20.92763831743317 
 06/26  03:00:00,20.357423719502574,20.357423719502574 
 06/26  04:00:00,19.84189958797367,19.84189958797367 
 06/26  05:00:00,19.361311540697177,19.361311540697177 
 06/26  06:00:00,19.037406269929328,19.037406269929328 
 06/26  07:00:00,18.910579278954366,18.910579278954366 
 06/26  08:00:00,18.906880054231884,18.906880054231884 
 06/26  09:00:00,19.1358102899587,19.1358102899587 
 06/26  10:00:00,19.68949454443824,19.68949454443824 
 06/26  11:00:00,20.434133836078704,20.434133836078704 
 06/26  12:00:00,21.233423077085313,21.233423077085313 
 06/26  13:00:00,22.04504728396288,22.04504728396288 
 06/26  14:00:00,22.784623592604753,22.784623592604753 
 06/26  15:00:00,23.46173740516846,23.46173740516846 
 06/26  16:00:00,24.0183772837888,24.0183772837888 
 06/26  17:00:00,24.367630263280738,24.367630263280738 
 06/26  18:00:00,24.520482618541973,24.520482618541973 
 06/26  19:00:00,24.50897838090652,24.50897838090652 
 06/26  20:00:00,24.239414616739946,24.239414616739946 
 06/26  21:00:00,23.839762873053644,23.839762873053644 
 06/26  22:00:00,23.375625960209216,23.375625960209216 
 06/26  23:00:00,22.82048057570077,22.82048057570077 
 06/26  24:00:00,22.21457966705506,22.21457966705506 
