Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.72985451879648,21.72985451879648 
 06/26  02:00:00,21.10913544574289,21.10913544574289 
 06/26  03:00:00,20.54424562178906,20.54424562178906 
 06/26  04:00:00,20.02962827161303,20.02962827161303 
 06/26  05:00:00,19.5491972852325,19.5491972852325 
 06/26  06:00:00,19.203124500622785,19.203124500622785 
 06/26  07:00:00,19.046030976601966,19.046030976601966 
 06/26  08:00:00,19.019912101220736,19.019912101220736 
 06/26  09:00:00,19.22775102234306,19.22775102234306 
 06/26  10:00:00,19.760510748548906,19.760510748548906 
 06/26  11:00:00,20.486887348145025,20.486887348145025 
 06/26  12:00:00,21.27626820050414,21.27626820050414 
 06/26  13:00:00,22.080859052124904,22.080859052124904 
 06/26  14:00:00,22.816593167386763,22.816593167386763 
 06/26  15:00:00,23.491471554601777,23.491471554601777 
 06/26  16:00:00,24.049146472951946,24.049146472951946 
 06/26  17:00:00,24.405049255748832,24.405049255748832 
 06/26  18:00:00,24.56917633907053,24.56917633907053 
 06/26  19:00:00,24.573662331222778,24.573662331222778 
 06/26  20:00:00,24.325024528026724,24.325024528026724 
 06/26  21:00:00,23.947305783946327,23.947305783946327 
 06/26  22:00:00,23.501703726962532,23.501703726962532 
 06/26  23:00:00,22.96316666238441,22.96316666238441 
 06/26  24:00:00,22.37173538175979,22.37173538175979 
