Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.68995573285488,21.68995573285488 
 06/26  02:00:00,21.066823232693935,21.066823232693935 
 06/26  03:00:00,20.500724247170705,20.500724247170705 
 06/26  04:00:00,19.98593202192205,19.98593202192205 
 06/26  05:00:00,19.5054937092562,19.5054937092562 
 06/26  06:00:00,19.164258481946305,19.164258481946305 
 06/26  07:00:00,19.01423398556034,19.01423398556034 
 06/26  08:00:00,18.993261859752593,18.993261859752593 
 06/26  09:00:00,19.20600759606876,19.20600759606876 
 06/26  10:00:00,19.743686482080975,19.743686482080975 
 06/26  11:00:00,20.474391672888594,20.474391672888594 
 06/26  12:00:00,21.266053180416918,21.266053180416918 
 06/26  13:00:00,22.072324287647486,22.072324287647486 
 06/26  14:00:00,22.80898655928268,22.80898655928268 
 06/26  15:00:00,23.484411331738368,23.484411331738368 
 06/26  16:00:00,24.041862500710106,24.041862500710106 
 06/26  17:00:00,24.39622049097081,24.39622049097081 
 06/26  18:00:00,24.557660594720666,24.557660594720666 
 06/26  19:00:00,24.558445015385946,24.558445015385946 
 06/26  20:00:00,24.304962403261932,24.304962403261932 
 06/26  21:00:00,23.922132086506757,23.922132086506757 
 06/26  22:00:00,23.472224978143217,23.472224978143217 
 06/26  23:00:00,22.92983029426825,22.92983029426825 
 06/26  24:00:00,22.335040683401694,22.335040683401694 
