Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.666165660208424,21.666165660208424 
 06/26  02:00:00,21.041585360041456,21.041585360041456 
 06/26  03:00:00,20.47475697916623,20.47475697916623 
 06/26  04:00:00,19.959851561306937,19.959851561306937 
 06/26  05:00:00,19.479405735165706,19.479405735165706 
 06/26  06:00:00,19.14113834446659,19.14113834446659 
 06/26  07:00:00,18.995331967028193,18.995331967028193 
 06/26  08:00:00,18.977446963093694,18.977446963093694 
 06/26  09:00:00,19.193119191139246,19.193119191139246 
 06/26  10:00:00,19.73371803312294,19.73371803312294 
 06/26  11:00:00,20.46698758702154,20.46698758702154 
 06/26  12:00:00,21.26001418405573,21.26001418405573 
 06/26  13:00:00,22.06727616537581,22.06727616537581 
 06/26  14:00:00,22.804482987127493,22.804482987127493 
 06/26  15:00:00,23.48022682447403,23.48022682447403 
 06/26  16:00:00,24.037539901142175,24.037539901142175 
 06/26  17:00:00,24.390975280789398,24.390975280789398 
 06/26  18:00:00,24.550858021021412,24.550858021021412 
 06/26  19:00:00,24.549413466288,24.549413466288 
 06/26  20:00:00,24.293022745207345,24.293022745207345 
 06/26  21:00:00,23.907145857575898,23.907145857575898 
 06/26  22:00:00,23.454665602102693,23.454665602102693 
 06/26  23:00:00,22.909965646740915,22.909965646740915 
 06/26  24:00:00,22.313168729618322,22.313168729618322 
