Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.58334350335025,21.58334350335025 
 06/26  02:00:00,20.953662941191862,20.953662941191862 
 06/26  03:00:00,20.384234650511452,20.384234650511452 
 06/26  04:00:00,19.868867248388568,19.868867248388568 
 06/26  05:00:00,19.388330860819337,19.388330860819337 
 06/26  06:00:00,19.060904635211433,19.060904635211433 
 06/26  07:00:00,18.929856654312488,18.929856654312488 
 06/26  08:00:00,18.92287551845935,18.92287551845935 
 06/26  09:00:00,19.148770677888535,19.148770677888535 
 06/26  10:00:00,19.699480647052674,19.699480647052674 
 06/26  11:00:00,20.44155951042051,20.44155951042051 
 06/26  12:00:00,21.23939641688781,21.23939641688781 
 06/26  13:00:00,22.050042760058986,22.050042760058986 
 06/26  14:00:00,22.789092604050854,22.789092604050854 
 06/26  15:00:00,23.465905385179063,23.465905385179063 
 06/26  16:00:00,24.022707704288354,24.022707704288354 
 06/26  17:00:00,24.37291939152574,24.37291939152574 
 06/26  18:00:00,24.527378059416336,24.527378059416336 
 06/26  19:00:00,24.518170517847366,24.518170517847366 
 06/26  20:00:00,24.251619074493455,24.251619074493455 
 06/26  21:00:00,23.85511754800349,23.85511754800349 
 06/26  22:00:00,23.39364739290575,23.39364739290575 
 06/26  23:00:00,22.840891824586567,22.840891824586567 
 06/26  24:00:00,22.237074987638557,22.237074987638557 
