Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.800942873702773,21.800942873702773 
 06/26  02:00:00,21.184592151530296,21.184592151530296 
 06/26  03:00:00,20.62191495487305,20.62191495487305 
 06/26  04:00:00,20.10765276494628,20.10765276494628 
 06/26  05:00:00,19.627337246215063,19.627337246215063 
 06/26  06:00:00,19.273652236340133,19.273652236340133 
 06/26  07:00:00,19.103360341340434,19.103360341340434 
 06/26  08:00:00,19.068163586730286,19.068163586730286 
 06/26  09:00:00,19.267239863245678,19.267239863245678 
 06/26  10:00:00,19.791107176140635,19.791107176140635 
 06/26  11:00:00,20.50960679681428,20.50960679681428 
 06/26  12:00:00,21.294825148690975,21.294825148690975 
 06/26  13:00:00,22.096253396020373,22.096253396020373 
 06/26  14:00:00,22.830192025790584,22.830192025790584 
 06/26  15:00:00,23.503982187961235,23.503982187961235 
 06/26  16:00:00,24.06197754375476,24.06197754375476 
 06/26  17:00:00,24.42058439019773,24.42058439019773 
 06/26  18:00:00,24.589342932448258,24.589342932448258 
 06/26  19:00:00,24.600464470069774,24.600464470069774 
 06/26  20:00:00,24.36063711265458,24.36063711265458 
 06/26  21:00:00,23.991876817466586,23.991876817466586 
 06/26  22:00:00,23.553992932372175,23.553992932372175 
 06/26  23:00:00,23.022401705894055,23.022401705894055 
 06/26  24:00:00,22.437038040070952,22.437038040070952 
