Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.279283844947503,21.279283844947503 
 06/26  02:00:00,20.6045412386015,20.6045412386015 
 06/26  03:00:00,20.00414723536923,20.00414723536923 
 06/26  04:00:00,19.47008356180336,19.47008356180336 
 06/26  05:00:00,18.972327158667014,18.972327158667014 
 06/26  06:00:00,18.67768341360745,18.67768341360745 
 06/26  07:00:00,18.645119725017803,18.645119725017803 
 06/26  08:00:00,18.695314115100715,18.695314115100715 
 06/26  09:00:00,18.982106910680205,18.982106910680205 
 06/26  10:00:00,19.59833976043405,19.59833976043405 
 06/26  11:00:00,20.397165863397795,20.397165863397795 
 06/26  12:00:00,21.2465047746302,21.2465047746302 
 06/26  13:00:00,22.105772549275322,22.105772549275322 
 06/26  14:00:00,22.886445228410338,22.886445228410338 
 06/26  15:00:00,23.597639892477993,23.597639892477993 
 06/26  16:00:00,24.175354976065027,24.175354976065027 
 06/26  17:00:00,24.525836117906746,24.525836117906746 
 06/26  18:00:00,24.660042210582347,24.660042210582347 
 06/26  19:00:00,24.608297485068245,24.608297485068245 
 06/26  20:00:00,24.276479061678646,24.276479061678646 
 06/26  21:00:00,23.803836252720018,23.803836252720018 
 06/26  22:00:00,23.270443745075646,23.270443745075646 
 06/26  23:00:00,22.650971198083806,22.650971198083806 
 06/26  24:00:00,21.987963220335367,21.987963220335367 
