Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.69542947583361,21.69542947583361 
 06/26  02:00:00,21.072629387020957,21.072629387020957 
 06/26  03:00:00,20.506697484895376,20.506697484895376 
 06/26  04:00:00,19.99193044311738,19.99193044311738 
 06/26  05:00:00,19.51149345283733,19.51149345283733 
 06/26  06:00:00,19.169583310551666,19.169583310551666 
 06/26  07:00:00,19.018588976468834,19.018588976468834 
 06/26  08:00:00,18.99690758448161,18.99690758448161 
 06/26  09:00:00,19.20897928545198,19.20897928545198 
 06/26  10:00:00,19.745984367734014,19.745984367734014 
 06/26  11:00:00,20.476097316071844,20.476097316071844 
 06/26  12:00:00,21.267445465928464,21.267445465928464 
 06/26  13:00:00,22.073487552473,22.073487552473 
 06/26  14:00:00,22.810023777487842,22.810023777487842 
 06/26  15:00:00,23.48537464920738,23.48537464920738 
 06/26  16:00:00,24.042857336969103,24.042857336969103 
 06/26  17:00:00,24.397427715015326,24.397427715015326 
 06/26  18:00:00,24.559226443279346,24.559226443279346 
 06/26  19:00:00,24.560524069411404,24.560524069411404 
 06/26  20:00:00,24.3077099637204,24.3077099637204 
 06/26  21:00:00,23.925581126242456,23.925581126242456 
 06/26  22:00:00,23.476265938182895,23.476265938182895 
 06/26  23:00:00,22.93440154802799,22.93440154802799 
 06/26  24:00:00,22.340073618079707,22.340073618079707 
