Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.66702302040333,21.66702302040333 
 06/26  02:00:00,21.042495004307128,21.042495004307128 
 06/26  03:00:00,20.47569301738097,20.47569301738097 
 06/26  04:00:00,19.960791798327485,19.960791798327485 
 06/26  05:00:00,19.48034631684244,19.48034631684244 
 06/26  06:00:00,19.141971016851144,19.141971016851144 
 06/26  07:00:00,18.99601240707272,18.99601240707272 
 06/26  08:00:00,18.97801587908382,18.97801587908382 
 06/26  09:00:00,19.193582613732698,19.193582613732698 
 06/26  10:00:00,19.734076383769725,19.734076383769725 
 06/26  11:00:00,20.46725375326522,20.46725375326522 
 06/26  12:00:00,21.26023107451081,21.26023107451081 
 06/26  13:00:00,22.0674574951281,22.0674574951281 
 06/26  14:00:00,22.804644811868478,22.804644811868478 
 06/26  15:00:00,23.48037724256038,23.48037724256038 
 06/26  16:00:00,24.03769535986462,24.03769535986462 
 06/26  17:00:00,24.391164009784955,24.391164009784955 
 06/26  18:00:00,24.55110287245217,24.55110287245217 
 06/26  19:00:00,24.549738640342582,24.549738640342582 
 06/26  20:00:00,24.29345281623453,24.29345281623453 
 06/26  21:00:00,23.907685714649553,23.907685714649553 
 06/26  22:00:00,23.45529823912825,23.45529823912825 
 06/26  23:00:00,22.91068140553821,22.91068140553821 
 06/26  24:00:00,22.313956875539535,22.313956875539535 
