Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.673946341962882,21.673946341962882 
 06/26  02:00:00,21.04984022037271,21.04984022037271 
 06/26  03:00:00,20.483251063380607,20.483251063380607 
 06/26  04:00:00,19.96838341331911,19.96838341331911 
 06/26  05:00:00,19.48794048626165,19.48794048626165 
 06/26  06:00:00,19.14869639573678,19.14869639573678 
 06/26  07:00:00,19.00150923821284,19.00150923821284 
 06/26  08:00:00,18.982613048416276,18.982613048416276 
 06/26  09:00:00,19.197328113951308,19.197328113951308 
 06/26  10:00:00,19.73697306616027,19.73697306616027 
 06/26  11:00:00,20.46940542819992,20.46940542819992 
 06/26  12:00:00,21.261985035239256,21.261985035239256 
 06/26  13:00:00,22.068923847319773,22.068923847319773 
 06/26  14:00:00,22.805953285147822,22.805953285147822 
 06/26  15:00:00,23.48159330639313,23.48159330639313 
 06/26  16:00:00,24.03895190820723,24.03895190820723 
 06/26  17:00:00,24.392689118502716,24.392689118502716 
 06/26  18:00:00,24.55308114224752,24.55308114224752 
 06/26  19:00:00,24.552365495982464,24.552365495982464 
 06/26  20:00:00,24.29692645681779,24.29692645681779 
 06/26  21:00:00,23.91204585491337,23.91204585491337 
 06/26  22:00:00,23.460407431800824,23.460407431800824 
 06/26  23:00:00,22.916461677603355,22.916461677603355 
 06/26  24:00:00,22.32032153818481,22.32032153818481 
