Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.75522438038318,21.75522438038318 
 06/26  02:00:00,21.13603211591373,21.13603211591373 
 06/26  03:00:00,20.571903594317256,20.571903594317256 
 06/26  04:00:00,20.05738944152933,20.05738944152933 
 06/26  05:00:00,19.576965154574598,19.576965154574598 
 06/26  06:00:00,19.22794902731366,19.22794902731366 
 06/26  07:00:00,19.06631990827866,19.06631990827866 
 06/26  08:00:00,19.036954246154238,19.036954246154238 
 06/26  09:00:00,19.24167960680422,19.24167960680422 
 06/26  10:00:00,19.771301158015085,19.771301158015085 
 06/26  11:00:00,20.49491127728055,20.49491127728055 
 06/26  12:00:00,21.282844263257367,21.282844263257367 
 06/26  13:00:00,22.086353230179846,22.086353230179846 
 06/26  14:00:00,22.82148576644648,22.82148576644648 
 06/26  15:00:00,23.496007490801155,23.496007490801155 
 06/26  16:00:00,24.053817818961612,24.053817818961612 
 06/26  17:00:00,24.41069969505406,24.41069969505406 
 06/26  18:00:00,24.57648774151266,24.57648774151266 
 06/26  19:00:00,24.58334978552232,24.58334978552232 
 06/26  20:00:00,24.337761098855946,24.337761098855946 
 06/26  21:00:00,23.963325610187578,23.963325610187578 
 06/26  22:00:00,23.5204592361459,23.5204592361459 
 06/26  23:00:00,22.984372869637077,22.984372869637077 
 06/26  24:00:00,22.39507420105666,22.39507420105666 
