Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.757075571274136,21.757075571274136 
 06/26  02:00:00,21.137994451479123,21.137994451479123 
 06/26  03:00:00,20.573921237571387,20.573921237571387 
 06/26  04:00:00,20.05941437342598,20.05941437342598 
 06/26  05:00:00,19.578990741683892,19.578990741683892 
 06/26  06:00:00,19.22976615411813,19.22976615411813 
 06/26  07:00:00,19.067802470103796,19.067802470103796 
 06/26  08:00:00,19.038200654141168,19.038200654141168 
 06/26  09:00:00,19.242699034749087,19.242699034749087 
 06/26  10:00:00,19.77209130704854,19.77209130704854 
 06/26  11:00:00,20.49549918867985,20.49549918867985 
 06/26  12:00:00,21.2833265811443,21.2833265811443 
 06/26  13:00:00,22.086756206833265,22.086756206833265 
 06/26  14:00:00,22.821844504087395,22.821844504087395 
 06/26  15:00:00,23.496339922347197,23.496339922347197 
 06/26  16:00:00,24.05415991655714,24.05415991655714 
 06/26  17:00:00,24.411113127507825,24.411113127507825 
 06/26  18:00:00,24.57702232450312,24.57702232450312 
 06/26  19:00:00,24.584057700323946,24.584057700323946 
 06/26  20:00:00,24.338687820069033,24.338687820069033 
 06/26  21:00:00,23.964495162982722,23.964495162982722 
 06/26  22:00:00,23.521828288904114,23.521828288904114 
 06/26  23:00:00,22.985920613716225,22.985920613716225 
 06/26  24:00:00,22.396777421660943,22.396777421660943 
