Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.26770586778307,21.26770586778307 
 06/26  02:00:00,20.59214204769751,20.59214204769751 
 06/26  03:00:00,19.991243721718384,19.991243721718384 
 06/26  04:00:00,19.45690719696118,19.45690719696118 
 06/26  05:00:00,18.95862084763688,18.95862084763688 
 06/26  06:00:00,18.66502466529649,18.66502466529649 
 06/26  07:00:00,18.636053771494208,18.636053771494208 
 06/26  08:00:00,18.688148589462283,18.688148589462283 
 06/26  09:00:00,18.976430831201167,18.976430831201167 
 06/26  10:00:00,19.59403851200478,19.59403851200478 
 06/26  11:00:00,20.394002304114956,20.394002304114956 
 06/26  12:00:00,21.24399064275133,21.24399064275133 
 06/26  13:00:00,22.10368944638014,22.10368944638014 
 06/26  14:00:00,22.884595576446443,22.884595576446443 
 06/26  15:00:00,23.59592431026865,23.59592431026865 
 06/26  16:00:00,24.173563401987455,24.173563401987455 
 06/26  17:00:00,24.52360175531787,24.52360175531787 
 06/26  18:00:00,24.657079061688936,24.657079061688936 
 06/26  19:00:00,24.60425061351711,24.60425061351711 
 06/26  20:00:00,24.270991246722833,24.270991246722833 
 06/26  21:00:00,23.796815851960773,23.796815851960773 
 06/26  22:00:00,23.262110916756836,23.262110916756836 
 06/26  23:00:00,22.641455572511166,22.641455572511166 
 06/26  24:00:00,21.97740841934804,21.97740841934804 
