Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.16715590226586,21.16715590226586 
 06/26  02:00:00,20.484284326621065,20.484284326621065 
 06/26  03:00:00,19.8787494854987,19.8787494854987 
 06/26  04:00:00,19.341558407448183,19.341558407448183 
 06/26  05:00:00,18.835377803776602,18.835377803776602 
 06/26  06:00:00,18.545972105664823,18.545972105664823 
 06/26  07:00:00,18.56076950876345,18.56076950876345 
 06/26  08:00:00,18.62664635991167,18.62664635991167 
 06/26  09:00:00,18.927930227984362,18.927930227984362 
 06/26  10:00:00,19.557352814859936,19.557352814859936 
 06/26  11:00:00,20.366647948858734,20.366647948858734 
 06/26  12:00:00,21.22271650554238,21.22271650554238 
 06/26  13:00:00,22.08605507709234,22.08605507709234 
 06/26  14:00:00,22.868919779691275,22.868919779691275 
 06/26  15:00:00,23.581358124457278,23.581358124457278 
 06/26  16:00:00,24.15829085645907,24.15829085645907 
 06/26  17:00:00,24.504492755102316,24.504492755102316 
 06/26  18:00:00,24.631645213596297,24.631645213596297 
 06/26  19:00:00,24.569405297397367,24.569405297397367 
 06/26  20:00:00,24.223627924504008,24.223627924504008 
 06/26  21:00:00,23.73611063612964,23.73611063612964 
 06/26  22:00:00,23.18997182703943,23.18997182703943 
 06/26  23:00:00,22.558997397548282,22.558997397548282 
 06/26  24:00:00,21.885860966158383,21.885860966158383 
