Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.649793536800523,21.649793536800523 
 06/26  02:00:00,21.024213069597,21.024213069597 
 06/26  03:00:00,20.456878937623728,20.456878937623728 
 06/26  04:00:00,19.941891440089574,19.941891440089574 
 06/26  05:00:00,19.461437560636444,19.461437560636444 
 06/26  06:00:00,19.12524446381894,19.12524446381894 
 06/26  07:00:00,18.982349280578433,18.982349280578433 
 06/26  08:00:00,18.96659887266832,18.96659887266832 
 06/26  09:00:00,19.1842867857057,19.1842867857057 
 06/26  10:00:00,19.726890376875183,19.726890376875183 
 06/26  11:00:00,20.461917116067493,20.461917116067493 
 06/26  12:00:00,21.255885980319107,21.255885980319107 
 06/26  13:00:00,22.063824772148326,22.063824772148326 
 06/26  14:00:00,22.801402186775327,22.801402186775327 
 06/26  15:00:00,23.477362328819133,23.477362328819133 
 06/26  16:00:00,24.03457802051956,24.03457802051956 
 06/26  17:00:00,24.387377557177015,24.387377557177015 
 06/26  18:00:00,24.54618840192464,24.54618840192464 
 06/26  19:00:00,24.54320986846374,24.54320986846374 
 06/26  20:00:00,24.284814724023626,24.284814724023626 
 06/26  21:00:00,23.896840943613554,23.896840943613554 
 06/26  22:00:00,23.442588028733798,23.442588028733798 
 06/26  23:00:00,22.8962999226745,22.8962999226745 
 06/26  24:00:00,22.29811980667896,22.29811980667896 
