Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.632666624748047,21.632666624748047 
 06/26  02:00:00,21.00603626633266,21.00603626633266 
 06/26  03:00:00,20.438169455585765,20.438169455585765 
 06/26  04:00:00,19.92309208294369,19.92309208294369 
 06/26  05:00:00,19.442626222863154,19.442626222863154 
 06/26  06:00:00,19.108632001795932,19.108632001795932 
 06/26  07:00:00,18.96879017037314,18.96879017037314 
 06/26  08:00:00,18.955283014465905,18.955283014465905 
 06/26  09:00:00,19.17508194847981,19.17508194847981 
 06/26  10:00:00,19.719779225892484,19.719779225892484 
 06/26  11:00:00,20.456637207750397,20.456637207750397 
 06/26  12:00:00,21.251594909533225,21.251594909533225 
 06/26  13:00:00,22.060237087308554,22.060237087308554 
 06/26  14:00:00,22.798198360614624,22.798198360614624 
 06/26  15:00:00,23.474381695380178,23.474381695380178 
 06/26  16:00:00,24.03149322554357,24.03149322554357 
 06/26  17:00:00,24.383626573184316,24.383626573184316 
 06/26  18:00:00,24.541315747434712,24.541315747434712 
 06/26  19:00:00,24.53673225091522,24.53673225091522 
 06/26  20:00:00,24.276237947473675,24.276237947473675 
 06/26  21:00:00,23.886069448337132,23.886069448337132 
 06/26  22:00:00,23.429960262323924,23.429960262323924 
 06/26  23:00:00,22.882009050116462,22.882009050116462 
 06/26  24:00:00,22.282380143069126,22.282380143069126 
