Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.37704546854773,21.37704546854773 
 06/26  02:00:00,20.734212074218384,20.734212074218384 
 06/26  03:00:00,20.157819903466777,20.157819903466777 
 06/26  04:00:00,19.64069549150119,19.64069549150119 
 06/26  05:00:00,19.15895025795434,19.15895025795434 
 06/26  06:00:00,18.855189150937257,18.855189150937257 
 06/26  07:00:00,18.769343560173663,18.769343560173663 
 06/26  08:00:00,18.79042280352753,18.79042280352753 
 06/26  09:00:00,19.042003621586513,19.042003621586513 
 06/26  10:00:00,19.617502598922215,19.617502598922215 
 06/26  11:00:00,20.384664511768243,20.384664511768243 
 06/26  12:00:00,21.190675056876557,21.190675056876557 
 06/26  13:00:00,22.009438155255953,22.009438155255953 
 06/26  14:00:00,22.752689942136204,22.752689942136204 
 06/26  15:00:00,23.43185127254146,23.43185127254146 
 06/26  16:00:00,23.987153135842746,23.987153135842746 
 06/26  17:00:00,24.329248311978883,24.329248311978883 
 06/26  18:00:00,24.470172448013944,24.470172448013944 
 06/26  19:00:00,24.441627158556724,24.441627158556724 
 06/26  20:00:00,24.149642906363958,24.149642906363958 
 06/26  21:00:00,23.726477598168344,23.726477598168344 
 06/26  22:00:00,23.24241946164557,23.24241946164557 
 06/26  23:00:00,22.66940790258027,22.66940790258027 
 06/26  24:00:00,22.047895476106646,22.047895476106646 
