Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.688146896062598,21.688146896062598 
 06/26  02:00:00,21.064904468815822,21.064904468815822 
 06/26  03:00:00,20.498750193121282,20.498750193121282 
 06/26  04:00:00,19.983949565409347,19.983949565409347 
 06/26  05:00:00,19.503510781972743,19.503510781972743 
 06/26  06:00:00,19.162499271345016,19.162499271345016 
 06/26  07:00:00,19.01279537352836,19.01279537352836 
 06/26  08:00:00,18.99205785382992,18.99205785382992 
 06/26  09:00:00,19.20502638864568,19.20502638864568 
 06/26  10:00:00,19.74292786221548,19.74292786221548 
 06/26  11:00:00,20.473828643053654,20.473828643053654 
 06/26  12:00:00,21.265593742613426,21.265593742613426 
 06/26  13:00:00,22.07194042773458,22.07194042773458 
 06/26  14:00:00,22.80864426421845,22.80864426421845 
 06/26  15:00:00,23.48409338532057,23.48409338532057 
 06/26  16:00:00,24.041534083608862,24.041534083608862 
 06/26  17:00:00,24.39582186197128,24.39582186197128 
 06/26  18:00:00,24.55714344430195,24.55714344430195 
 06/26  19:00:00,24.55775826263472,24.55775826263472 
 06/26  20:00:00,24.30405463693137,24.30405463693137 
 06/26  21:00:00,23.920992525612498,23.920992525612498 
 06/26  22:00:00,23.47088976766221,23.47088976766221 
 06/26  23:00:00,22.928319802892478,22.928319802892478 
 06/26  24:00:00,22.3333775837017,22.3333775837017 
