Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.70753859256409,21.70753859256409 
 06/26  02:00:00,21.085472649822414,21.085472649822414 
 06/26  03:00:00,20.519909199869357,20.519909199869357 
 06/26  04:00:00,20.005196631408673,20.005196631408673 
 06/26  05:00:00,19.52476217595676,19.52476217595676 
 06/26  06:00:00,19.18137060784776,19.18137060784776 
 06/26  07:00:00,19.028231797737448,19.028231797737448 
 06/26  08:00:00,19.0049848932968,19.0049848932968 
 06/26  09:00:00,19.21556637214945,19.21556637214945 
 06/26  10:00:00,19.751079565845647,19.751079565845647 
 06/26  11:00:00,20.4798803761461,20.4798803761461 
 06/26  12:00:00,21.270535853458142,21.270535853458142 
 06/26  13:00:00,22.076069579370866,22.076069579370866 
 06/26  14:00:00,22.812325509772293,22.812325509772293 
 06/26  15:00:00,23.48751171645452,23.48751171645452 
 06/26  16:00:00,24.045063243218483,24.045063243218483 
 06/26  17:00:00,24.400103039307517,24.400103039307517 
 06/26  18:00:00,24.562694948443212,24.562694948443212 
 06/26  19:00:00,24.56512773749521,24.56512773749521 
 06/26  20:00:00,24.313790663655787,24.313790663655787 
 06/26  21:00:00,23.933214145852055,23.933214145852055 
 06/26  22:00:00,23.485207728308513,23.485207728308513 
 06/26  23:00:00,22.944515844070157,22.944515844070157 
 06/26  24:00:00,22.351208621381872,22.351208621381872 
