Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.792660751248192,21.792660751248192 
 06/26  02:00:00,21.17578271132561,21.17578271132561 
 06/26  03:00:00,20.612831505681807,20.612831505681807 
 06/26  04:00:00,20.098514333658876,20.098514333658876 
 06/26  05:00:00,19.618165994723515,19.618165994723515 
 06/26  06:00:00,19.265400038864307,19.265400038864307 
 06/26  07:00:00,19.096592608829784,19.096592608829784 
 06/26  08:00:00,19.06245004868365,19.06245004868365 
 06/26  09:00:00,19.262555281314377,19.262555281314377 
 06/26  10:00:00,19.787477495748274,19.787477495748274 
 06/26  11:00:00,20.5069187116653,20.5069187116653 
 06/26  12:00:00,21.292642961021688,21.292642961021688 
 06/26  13:00:00,22.094464567128085,22.094464567128085 
 06/26  14:00:00,22.82863324589823,22.82863324589823 
 06/26  15:00:00,23.502567080458167,23.502567080458167 
 06/26  16:00:00,24.060536288638446,24.060536288638446 
 06/26  17:00:00,24.41883565821101,24.41883565821101 
 06/26  18:00:00,24.58705911937563,24.58705911937563 
 06/26  19:00:00,24.597411806661725,24.597411806661725 
 06/26  20:00:00,24.356526186895017,24.356526186895017 
 06/26  21:00:00,23.98674872514174,23.98674872514174 
 06/26  22:00:00,23.547954594198956,23.547954594198956 
 06/26  23:00:00,23.01553821040603,23.01553821040603 
 06/26  24:00:00,22.42944917198811,22.42944917198811 
