Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.347675254853186,21.347675254853186 
 06/26  02:00:00,20.67770665196157,20.67770665196157 
 06/26  03:00:00,20.080185121697504,20.080185121697504 
 06/26  04:00:00,19.5475493138122,19.5475493138122 
 06/26  05:00:00,19.05221890485068,19.05221890485068 
 06/26  06:00:00,18.752574662589822,18.752574662589822 
 06/26  07:00:00,18.698348734692416,18.698348734692416 
 06/26  08:00:00,18.737911613334894,18.737911613334894 
 06/26  09:00:00,19.015946876172027,19.015946876172027 
 06/26  10:00:00,19.624025671634545,19.624025671634545 
 06/26  11:00:00,20.416016941038627,20.416016941038627 
 06/26  12:00:00,21.261596426726108,21.261596426726108 
 06/26  13:00:00,22.11827843815471,22.11827843815471 
 06/26  14:00:00,22.89754242847657,22.89754242847657 
 06/26  15:00:00,23.607921321668147,23.607921321668147 
 06/26  16:00:00,24.18606469401315,24.18606469401315 
 06/26  17:00:00,24.539166860220448,24.539166860220448 
 06/26  18:00:00,24.677679802341817,24.677679802341817 
 06/26  19:00:00,24.632348636251702,24.632348636251702 
 06/26  20:00:00,24.309039659794387,24.309039659794387 
 06/26  21:00:00,23.84543073722181,23.84543073722181 
 06/26  22:00:00,23.319771714689555,23.319771714689555 
 06/26  23:00:00,22.707263040657043,22.707263040657043 
 06/26  24:00:00,22.05036349492211,22.05036349492211 
