Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.682320338137643,21.682320338137643 
 06/26  02:00:00,21.058723719484142,21.058723719484142 
 06/26  03:00:00,20.49239121403269,20.49239121403269 
 06/26  04:00:00,19.977563334951547,19.977563334951547 
 06/26  05:00:00,19.497122972553843,19.497122972553843 
 06/26  06:00:00,19.156834270761976,19.156834270761976 
 06/26  07:00:00,19.008162844025335,19.008162844025335 
 06/26  08:00:00,18.988180672221525,18.988180672221525 
 06/26  09:00:00,19.20186615972604,19.20186615972604 
 06/26  10:00:00,19.740483688306238,19.740483688306238 
 06/26  11:00:00,20.47201363616923,20.47201363616923 
 06/26  12:00:00,21.26411269529028,21.26411269529028 
 06/26  13:00:00,22.070702632034777,22.070702632034777 
 06/26  14:00:00,22.80754026776948,22.80754026776948 
 06/26  15:00:00,23.483067831089876,23.483067831089876 
 06/26  16:00:00,24.040474884957796,24.040474884957796 
 06/26  17:00:00,24.394536690345532,24.394536690345532 
 06/26  18:00:00,24.555476739624087,24.555476739624087 
 06/26  19:00:00,24.55554551240541,24.55554551240541 
 06/26  20:00:00,24.301129963253437,24.301129963253437 
 06/26  21:00:00,23.917321531140445,23.917321531140445 
 06/26  22:00:00,23.466588677075897,23.466588677075897 
 06/26  23:00:00,22.923454214208334,22.923454214208334 
 06/26  24:00:00,22.328020497917873,22.328020497917873 
