Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.918084559851266,21.918084559851266 
 06/26  02:00:00,21.30923607215939,21.30923607215939 
 06/26  03:00:00,20.75047505820234,20.75047505820234 
 06/26  04:00:00,20.23702383071172,20.23702383071172 
 06/26  05:00:00,19.757621703353724,19.757621703353724 
 06/26  06:00:00,19.383598652403563,19.383598652403563 
 06/26  07:00:00,19.20005579989956,19.20005579989956 
 06/26  08:00:00,19.15020162004741,19.15020162004741 
 06/26  09:00:00,19.334727156508112,19.334727156508112 
 06/26  10:00:00,19.843497103160523,19.843497103160523 
 06/26  11:00:00,20.548456025883464,20.548456025883464 
 06/26  12:00:00,21.326405824503546,21.326405824503546 
 06/26  13:00:00,22.12203628180437,22.12203628180437 
 06/26  14:00:00,22.852519951743705,22.852519951743705 
 06/26  15:00:00,23.5241130481406,23.5241130481406 
 06/26  16:00:00,24.082357970903114,24.082357970903114 
 06/26  17:00:00,24.445242204062485,24.445242204062485 
 06/26  18:00:00,24.62151963898868,24.62151963898868 
 06/26  19:00:00,24.643485652767907,24.643485652767907 
 06/26  20:00:00,24.418393004786946,24.418393004786946 
 06/26  21:00:00,24.064212627661746,24.064212627661746 
 06/26  22:00:00,23.639225769163843,23.639225769163843 
 06/26  23:00:00,23.11935790261122,23.11935790261122 
 06/26  24:00:00,22.544321724765517,22.544321724765517 
