Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.524116280568656,21.524116280568656 
 06/26  02:00:00,20.865939754385067,20.865939754385067 
 06/26  03:00:00,20.275144078379423,20.275144078379423 
 06/26  04:00:00,19.7451131225704,19.7451131225704 
 06/26  05:00:00,19.25287521917071,19.25287521917071 
 06/26  06:00:00,18.93674291081613,18.93674291081613 
 06/26  07:00:00,18.835524779696925,18.835524779696925 
 06/26  08:00:00,18.85001170762769,18.85001170762769 
 06/26  09:00:00,19.105691403402194,19.105691403402194 
 06/26  10:00:00,19.692452181176396,19.692452181176396 
 06/26  11:00:00,20.466237853676454,20.466237853676454 
 06/26  12:00:00,21.30235367632161,21.30235367632161 
 06/26  13:00:00,22.152066414975636,22.152066414975636 
 06/26  14:00:00,22.927460206943717,22.927460206943717 
 06/26  15:00:00,23.635545569271727,23.635545569271727 
 06/26  16:00:00,24.214775683349433,24.214775683349433 
 06/26  17:00:00,24.574490996944576,24.574490996944576 
 06/26  18:00:00,24.724215451946236,24.724215451946236 
 06/26  19:00:00,24.695496478153963,24.695496478153963 
 06/26  20:00:00,24.394102006805632,24.394102006805632 
 06/26  21:00:00,23.953646948776786,23.953646948776786 
 06/26  22:00:00,23.44779020050055,23.44779020050055 
 06/26  23:00:00,22.85307696441277,22.85307696441277 
 06/26  24:00:00,22.21172102159247,22.21172102159247 
