Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.56595002586686,21.56595002586686 
 06/26  02:00:00,20.93518740075737,20.93518740075737 
 06/26  03:00:00,20.365201828274426,20.365201828274426 
 06/26  04:00:00,19.849724308681125,19.849724308681125 
 06/26  05:00:00,19.36915291381603,19.36915291381603 
 06/26  06:00:00,19.044190444732557,19.044190444732557 
 06/26  07:00:00,18.91616729054812,18.91616729054812 
 06/26  08:00:00,18.91151263587477,18.91151263587477 
 06/26  09:00:00,19.13956198241248,19.13956198241248 
 06/26  10:00:00,19.692384303678796,19.692384303678796 
 06/26  11:00:00,20.436283953163002,20.436283953163002 
 06/26  12:00:00,21.235149650199133,21.235149650199133 
 06/26  13:00:00,22.046491281099005,22.046491281099005 
 06/26  14:00:00,22.78591569265471,22.78591569265471 
 06/26  15:00:00,23.462942834336953,23.462942834336953 
 06/26  16:00:00,24.01963029444174,24.01963029444174 
 06/26  17:00:00,24.36916152593209,24.36916152593209 
 06/26  18:00:00,24.52247982945881,24.52247982945881 
 06/26  19:00:00,24.511641734108025,24.511641734108025 
 06/26  20:00:00,24.242951930228777,24.242951930228777 
 06/26  21:00:00,23.844214327736353,23.844214327736353 
 06/26  22:00:00,23.38085129881256,23.38085129881256 
 06/26  23:00:00,22.82639946012885,22.82639946012885 
 06/26  24:00:00,22.221103458257485,22.221103458257485 
