Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.52351484533556,21.52351484533556 
 06/26  02:00:00,20.89009410415234,20.89009410415234 
 06/26  03:00:00,20.31872908242,20.31872908242 
 06/26  04:00:00,19.80295855946944,19.80295855946944 
 06/26  05:00:00,19.322264742756186,19.322264742756186 
 06/26  06:00:00,19.005015901628525,19.005015901628525 
 06/26  07:00:00,18.88280786182812,18.88280786182812 
 06/26  08:00:00,18.883931283419432,18.883931283419432 
 06/26  09:00:00,19.11724794980204,19.11724794980204 
 06/26  10:00:00,19.67520825701316,19.67520825701316 
 06/26  11:00:00,20.423477751246338,20.423477751246338 
 06/26  12:00:00,21.22491244309367,21.22491244309367 
 06/26  13:00:00,22.03792830736192,22.03792830736192 
 06/26  14:00:00,22.778250114583894,22.778250114583894 
 06/26  15:00:00,23.455787097002187,23.455787097002187 
 06/26  16:00:00,24.012184813306185,24.012184813306185 
 06/26  17:00:00,24.360052299358504,24.360052299358504 
 06/26  18:00:00,24.51058762335837,24.51058762335837 
 06/26  19:00:00,24.49575890772721,24.49575890772721 
 06/26  20:00:00,24.22183547956662,24.22183547956662 
 06/26  21:00:00,23.817644012227277,23.817644012227277 
 06/26  22:00:00,23.349659060223672,23.349659060223672 
 06/26  23:00:00,22.791063501499167,22.791063501499167 
 06/26  24:00:00,22.182151547446576,22.182151547446576 
