Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.676572705936913,21.676572705936913 
 06/26  02:00:00,21.052626459780246,21.052626459780246 
 06/26  03:00:00,20.48611787538006,20.48611787538006 
 06/26  04:00:00,19.9712627858137,19.9712627858137 
 06/26  05:00:00,19.49082071166068,19.49082071166068 
 06/26  06:00:00,19.151248258458796,19.151248258458796 
 06/26  07:00:00,19.003595400648216,19.003595400648216 
 06/26  08:00:00,18.984358360409473,18.984358360409473 
 06/26  09:00:00,19.198750462678294,19.198750462678294 
 06/26  10:00:00,19.738073284598375,19.738073284598375 
 06/26  11:00:00,20.470222790943666,20.470222790943666 
 06/26  12:00:00,21.262651643017055,21.262651643017055 
 06/26  13:00:00,22.069481168577592,22.069481168577592 
 06/26  14:00:00,22.806450559876435,22.806450559876435 
 06/26  15:00:00,23.482055396991846,23.482055396991846 
 06/26  16:00:00,24.03942925742489,24.03942925742489 
 06/26  17:00:00,24.393268301137212,24.393268301137212 
 06/26  18:00:00,24.553832214316238,24.553832214316238 
 06/26  19:00:00,24.55336259836887,24.55336259836887 
 06/26  20:00:00,24.298244646675133,24.298244646675133 
 06/26  21:00:00,23.913700310479587,23.913700310479587 
 06/26  22:00:00,23.46234594397679,23.46234594397679 
 06/26  23:00:00,22.918654671338135,22.918654671338135 
 06/26  24:00:00,22.322736123905468,22.322736123905468 
