Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.33444710336415,21.33444710336415 
 06/26  02:00:00,20.663564981550763,20.663564981550763 
 06/26  03:00:00,20.06550129322933,20.06550129322933 
 06/26  04:00:00,19.53261182890717,19.53261182890717 
 06/26  05:00:00,19.036889980956218,19.036889980956218 
 06/26  06:00:00,18.738129205998472,18.738129205998472 
 06/26  07:00:00,18.68806104774382,18.68806104774382 
 06/26  08:00:00,18.729635440140065,18.729635440140065 
 06/26  09:00:00,19.00935971579152,19.00935971579152 
 06/26  10:00:00,19.61902010991899,19.61902010991899 
 06/26  11:00:00,20.41234609443675,20.41234609443675 
 06/26  12:00:00,21.258645278646842,21.258645278646842 
 06/26  13:00:00,22.115832644856283,22.115832644856283 
 06/26  14:00:00,22.895373103935952,22.895373103935952 
 06/26  15:00:00,23.605912999800363,23.605912999800363 
 06/26  16:00:00,24.183971491750253,24.183971491750253 
 06/26  17:00:00,24.53657219972479,24.53657219972479 
 06/26  18:00:00,24.674250859977676,24.674250859977676 
 06/26  19:00:00,24.627677546744383,24.627677546744383 
 06/26  20:00:00,24.302723037963794,24.302723037963794 
 06/26  21:00:00,23.837369345068492,23.837369345068492 
 06/26  22:00:00,23.310217047264402,23.310217047264402 
 06/26  23:00:00,22.69636443555754,22.69636443555754 
 06/26  24:00:00,22.038287305152867,22.038287305152867 
