Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.27231650197256,21.27231650197256 
 06/26  02:00:00,20.597080183585565,20.597080183585565 
 06/26  03:00:00,19.996383359959207,19.996383359959207 
 06/26  04:00:00,19.462156680987064,19.462156680987064 
 06/26  05:00:00,18.964086507627847,18.964086507627847 
 06/26  06:00:00,18.670057058959554,18.670057058959554 
 06/26  07:00:00,18.63966947869321,18.63966947869321 
 06/26  08:00:00,18.691000558106804,18.691000558106804 
 06/26  09:00:00,18.97868937887594,18.97868937887594 
 06/26  10:00:00,19.59574975573584,19.59574975573584 
 06/26  11:00:00,20.3952613235076,20.3952613235076 
 06/26  12:00:00,21.244990412735806,21.244990412735806 
 06/26  13:00:00,22.104517806167618,22.104517806167618 
 06/26  14:00:00,22.88533114130885,22.88533114130885 
 06/26  15:00:00,23.596606622393665,23.596606622393665 
 06/26  16:00:00,24.174276112638633,24.174276112638633 
 06/26  17:00:00,24.524490737203962,24.524490737203962 
 06/26  18:00:00,24.658258250710265,24.658258250710265 
 06/26  19:00:00,24.60586129779829,24.60586129779829 
 06/26  20:00:00,24.273175759018038,24.273175759018038 
 06/26  21:00:00,23.79961078979749,23.79961078979749 
 06/26  22:00:00,23.26542860886559,23.26542860886559 
 06/26  23:00:00,22.64524442223897,22.64524442223897 
 06/26  24:00:00,21.981611277216118,21.981611277216118 
