Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.705652939126722,21.705652939126722 
 06/26  02:00:00,21.08347278704492,21.08347278704492 
 06/26  03:00:00,20.517852068984233,20.517852068984233 
 06/26  04:00:00,20.003131130359158,20.003131130359158 
 06/26  05:00:00,19.522696308506877,19.522696308506877 
 06/26  06:00:00,19.179534329302133,19.179534329302133 
 06/26  07:00:00,19.02672942684327,19.02672942684327 
 06/26  08:00:00,19.003725987524312,19.003725987524312 
 06/26  09:00:00,19.214539442794784,19.214539442794784 
 06/26  10:00:00,19.75028506774309,19.75028506774309 
 06/26  11:00:00,20.47929037494243,20.47929037494243 
 06/26  12:00:00,21.270053667577756,21.270053667577756 
 06/26  13:00:00,22.075666708310706,22.075666708310706 
 06/26  14:00:00,22.81196641588567,22.81196641588567 
 06/26  15:00:00,23.48717836989962,23.48717836989962 
 06/26  16:00:00,24.044719256741743,24.044719256741743 
 06/26  17:00:00,24.399685992987873,24.399685992987873 
 06/26  18:00:00,24.56215440264547,24.56215440264547 
 06/26  19:00:00,24.56441043659213,24.56441043659213 
 06/26  20:00:00,24.31284354526417,24.31284354526417 
 06/26  21:00:00,23.932025234825254,23.932025234825254 
 06/26  22:00:00,23.483815078036468,23.483815078036468 
 06/26  23:00:00,22.942940668536316,22.942940668536316 
 06/26  24:00:00,22.349474560150874,22.349474560150874 
