Date/Time,MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air Temperature [C](Hourly) 
 06/26  01:00:00,21.600449175364613,21.600449175364613 
 06/26  02:00:00,20.971828519126504,20.971828519126504 
 06/26  03:00:00,20.40294383194288,20.40294383194288 
 06/26  04:00:00,19.88767946488492,19.88767946488492 
 06/26  05:00:00,19.40717030427682,19.40717030427682 
 06/26  06:00:00,19.07741938081052,19.07741938081052 
 06/26  07:00:00,18.943337911333725,18.943337911333725 
 06/26  08:00:00,18.934082932207904,18.934082932207904 
 06/26  09:00:00,19.15786229631962,19.15786229631962 
 06/26  10:00:00,19.706491356656677,19.706491356656677 
 06/26  11:00:00,20.446767283046547,20.446767283046547 
 06/26  12:00:00,21.24360128410812,21.24360128410812 
 06/26  13:00:00,22.05355894329071,22.05355894329071 
 06/26  14:00:00,22.792236587510107,22.792236587510107 
 06/26  15:00:00,23.468835476262555,23.468835476262555 
 06/26  16:00:00,24.025748496679576,24.025748496679576 
 06/26  17:00:00,24.376628445656888,24.376628445656888 
 06/26  18:00:00,24.532208328458577,24.532208328458577 
 06/26  19:00:00,24.524604268121017,24.524604268121017 
 06/26  20:00:00,24.26015440906504,24.26015440906504 
 06/26  21:00:00,23.86584986374669,23.86584986374669 
 06/26  22:00:00,23.40623925769343,23.40623925769343 
 06/26  23:00:00,22.85514996984617,22.85514996984617 
 06/26  24:00:00,22.25278573119227,22.25278573119227 
